Year,Month,Location,Type,Employment
2010,October,Vermont,Non-Durable Goods manufacturing,9198.0
2010,October,Vermont,Service Providing domain,195497.0
2010,October,Vermont,"Trade, Transportation, and Utilities supersector",57019.0
2010,October,Vermont,Wholesale trade,9794.0
2010,October,Vermont,Retail trade,38671.0
2010,October,Vermont,Transportation and warehousing,6777.0
2010,October,Vermont,Utilities,1777.0
2010,October,Vermont,Information supersector,5247.0
2010,October,Vermont,Financial Activities supersector,11945.0
2010,October,Vermont,Finance and insurance,8946.0
2010,October,Vermont,Real estate and rental and leasing,2999.0
2010,October,Vermont,Professional and Business Services supersector,24101.0
2010,October,Vermont,Professional and technical services,13542.0
2010,October,Vermont,Management of companies and enterprises,991.0
2010,October,Vermont,Administrative and waste services,9568.0
2010,October,Vermont,Education and Health Services supersector,56490.0
2010,October,Vermont,Educational services,9368.0
2010,October,Vermont,Health care and social assistance,47122.0
2010,October,Vermont,Leisure and Hospitality supersector,31988.0
2010,October,Vermont,"Arts, entertainment, and recreation",3865.0
2010,October,Vermont,Accommodation and food services,28123.0
2010,October,Vermont,"Other services, except public administration supersector",8707.0
2010,October,Vermont,Unspecified industry supersector,
2010,October,Vermont,Federal Government,6404.0
2010,October,Vermont,State government,16475.0
2010,October,Vermont,Local government,32014.0
2011,October,Vermont,Total Covered -  all ownerships,300792.0
2011,October,Vermont,Private ownership,246418.0
2011,October,Vermont,Goods Producing domain,51005.0
2011,October,Vermont,Natural Resources and Mining supersector,3415.0
2011,October,Vermont,"Agriculture, forestry, fishing and hunting",2741.0
2011,October,Vermont,Mining,674.0
2011,October,Vermont,Construction supersector,16413.0
2011,October,Vermont,Manufacturing supersector,31177.0
2011,October,Vermont,Durable Goods manufacturing,21680.0
2011,October,Vermont,Non-Durable Goods manufacturing,9497.0
2011,October,Vermont,Service Providing domain,195413.0
2011,October,Vermont,"Trade, Transportation, and Utilities supersector",56944.0
2011,October,Vermont,Wholesale trade,9770.0
2011,October,Vermont,Retail trade,38217.0
2011,October,Vermont,Transportation and warehousing,7156.0
2011,October,Vermont,Utilities,1801.0
2011,October,Vermont,Information supersector,4766.0
2011,October,Vermont,Financial Activities supersector,11796.0
2011,October,Vermont,Finance and insurance,8850.0
2011,October,Vermont,Real estate and rental and leasing,2946.0
2011,October,Vermont,Professional and Business Services supersector,25463.0
2011,October,Vermont,Professional and technical services,13727.0
2011,October,Vermont,Management of companies and enterprises,1441.0
2011,October,Vermont,Administrative and waste services,10295.0
2011,October,Vermont,Education and Health Services supersector,56274.0
2011,October,Vermont,Educational services,9531.0
2011,October,Vermont,Health care and social assistance,46743.0
2011,October,Vermont,Leisure and Hospitality supersector,31492.0
2011,October,Vermont,"Arts, entertainment, and recreation",3879.0
2011,October,Vermont,Accommodation and food services,27613.0
2011,October,Vermont,"Other services, except public administration supersector",8678.0
2011,October,Vermont,Unspecified industry supersector,
2011,October,Vermont,Federal Government,6474.0
2011,October,Vermont,State government,16350.0
2011,October,Vermont,Local government,31550.0
2012,October,Vermont,Total Covered -  all ownerships,302494.0
2012,October,Vermont,Private ownership,248184.0
2012,October,Vermont,Goods Producing domain,50666.0
2012,October,Vermont,Natural Resources and Mining supersector,3558.0
2012,October,Vermont,"Agriculture, forestry, fishing and hunting",2859.0
2012,October,Vermont,Mining,699.0
2012,October,Vermont,Construction supersector,15200.0
2012,October,Vermont,Manufacturing supersector,31908.0
2012,October,Vermont,Durable Goods manufacturing,21624.0
2012,October,Vermont,Non-Durable Goods manufacturing,10284.0
2012,October,Vermont,Service Providing domain,197518.0
2012,October,Vermont,"Trade, Transportation, and Utilities supersector",55559.0
2012,October,Vermont,Wholesale trade,9230.0
2012,October,Vermont,Retail trade,37540.0
2012,October,Vermont,Transportation and warehousing,6974.0
2012,October,Vermont,Utilities,1815.0
2012,October,Vermont,Information supersector,4615.0
2012,October,Vermont,Financial Activities supersector,11681.0
2012,October,Vermont,Finance and insurance,8647.0
2012,October,Vermont,Real estate and rental and leasing,3034.0
2012,October,Vermont,Professional and Business Services supersector,26543.0
2012,October,Vermont,Professional and technical services,13979.0
2012,October,Vermont,Management of companies and enterprises,1930.0
2012,October,Vermont,Administrative and waste services,10634.0
2012,October,Vermont,Education and Health Services supersector,58075.0
2012,October,Vermont,Educational services,9754.0
2012,October,Vermont,Health care and social assistance,48321.0
2012,October,Vermont,Leisure and Hospitality supersector,32223.0
2012,October,Vermont,"Arts, entertainment, and recreation",3946.0
2012,October,Vermont,Accommodation and food services,28277.0
2012,October,Vermont,"Other services, except public administration supersector",8822.0
2012,October,Vermont,Unspecified industry supersector,
2012,October,Vermont,Federal Government,6493.0
2012,October,Vermont,State government,16515.0
2012,October,Vermont,Local government,31302.0
2013,October,Vermont,Total Covered -  all ownerships,305477.0
2013,October,Vermont,Private ownership,250849.0
2013,October,Vermont,Goods Producing domain,50655.0
2013,October,Vermont,Natural Resources and Mining supersector,3702.0
2013,October,Vermont,"Agriculture, forestry, fishing and hunting",3061.0
2013,October,Vermont,Mining,641.0
2013,October,Vermont,Construction supersector,15514.0
2013,October,Vermont,Manufacturing supersector,31439.0
2013,October,Vermont,Durable Goods manufacturing,20810.0
2013,October,Vermont,Non-Durable Goods manufacturing,10629.0
2013,October,Vermont,Service Providing domain,200194.0
2013,October,Vermont,"Trade, Transportation, and Utilities supersector",55976.0
2013,October,Vermont,Wholesale trade,9349.0
2013,October,Vermont,Retail trade,37929.0
2013,October,Vermont,Transportation and warehousing,6943.0
2013,October,Vermont,Utilities,1755.0
2013,October,Vermont,Information supersector,4615.0
2013,October,Vermont,Financial Activities supersector,11799.0
2013,October,Vermont,Finance and insurance,8687.0
2013,October,Vermont,Real estate and rental and leasing,3112.0
2013,October,Vermont,Professional and Business Services supersector,26824.0
2013,October,Vermont,Professional and technical services,14159.0
2013,October,Vermont,Management of companies and enterprises,1989.0
2013,October,Vermont,Administrative and waste services,10676.0
2013,October,Vermont,Education and Health Services supersector,58745.0
2013,October,Vermont,Educational services,9870.0
2013,October,Vermont,Health care and social assistance,48875.0
2013,October,Vermont,Leisure and Hospitality supersector,33451.0
2013,October,Vermont,"Arts, entertainment, and recreation",4078.0
2013,October,Vermont,Accommodation and food services,29373.0
2013,October,Vermont,"Other services, except public administration supersector",8784.0
2013,October,Vermont,Unspecified industry supersector,
2013,October,Vermont,Federal Government,6510.0
2013,October,Vermont,State government,16787.0
2013,October,Vermont,Local government,31331.0
2014,October,Vermont,Total Covered -  all ownerships,308465.0
2014,October,Vermont,Private ownership,253377.0
2014,October,Vermont,Goods Producing domain,51154.0
2014,October,Vermont,Natural Resources and Mining supersector,3928.0
2014,October,Vermont,"Agriculture, forestry, fishing and hunting",3300.0
2014,October,Vermont,Mining,628.0
2014,October,Vermont,Construction supersector,16174.0
2014,October,Vermont,Manufacturing supersector,31052.0
2014,October,Vermont,Durable Goods manufacturing,20092.0
2014,October,Vermont,Non-Durable Goods manufacturing,10960.0
2014,October,Vermont,Service Providing domain,202223.0
2014,October,Vermont,"Trade, Transportation, and Utilities supersector",56117.0
2014,October,Vermont,Wholesale trade,9265.0
2014,October,Vermont,Retail trade,38296.0
2014,October,Vermont,Transportation and warehousing,6835.0
2014,October,Vermont,Utilities,1721.0
2014,October,Vermont,Information supersector,4765.0
2014,October,Vermont,Financial Activities supersector,11888.0
2014,October,Vermont,Finance and insurance,8747.0
2014,October,Vermont,Real estate and rental and leasing,3141.0
2014,October,Vermont,Professional and Business Services supersector,27223.0
2014,October,Vermont,Professional and technical services,13968.0
2014,October,Vermont,Management of companies and enterprises,2126.0
2014,October,Vermont,Administrative and waste services,11129.0
2014,October,Vermont,Education and Health Services supersector,59476.0
2014,October,Vermont,Educational services,9960.0
2014,October,Vermont,Health care and social assistance,49516.0
2014,October,Vermont,Leisure and Hospitality supersector,33962.0
2014,October,Vermont,"Arts, entertainment, and recreation",4107.0
2014,October,Vermont,Accommodation and food services,29855.0
2014,October,Vermont,"Other services, except public administration supersector",8792.0
2014,October,Vermont,Unspecified industry supersector,
2014,October,Vermont,Federal Government,6717.0
2014,October,Vermont,State government,16968.0
2014,October,Vermont,Local government,31403.0
2015,October,Vermont,Total Covered -  all ownerships,310088.0
2015,October,Vermont,Private ownership,255344.0
2015,October,Vermont,Goods Producing domain,51212.0
2015,October,Vermont,Natural Resources and Mining supersector,4089.0
2015,October,Vermont,"Agriculture, forestry, fishing and hunting",3396.0
2015,October,Vermont,Mining,693.0
2015,October,Vermont,Construction supersector,16235.0
2015,October,Vermont,Manufacturing supersector,30888.0
2015,October,Vermont,Durable Goods manufacturing,19484.0
2015,October,Vermont,Non-Durable Goods manufacturing,11404.0
2015,October,Vermont,Service Providing domain,204132.0
2015,October,Vermont,"Trade, Transportation, and Utilities supersector",55503.0
2015,October,Vermont,Wholesale trade,9316.0
2015,October,Vermont,Retail trade,37952.0
2015,October,Vermont,Transportation and warehousing,6738.0
2015,October,Vermont,Utilities,1497.0
2015,October,Vermont,Information supersector,4632.0
2015,October,Vermont,Financial Activities supersector,11726.0
2015,October,Vermont,Finance and insurance,8731.0
2015,October,Vermont,Real estate and rental and leasing,2995.0
2015,October,Vermont,Professional and Business Services supersector,28128.0
2015,October,Vermont,Professional and technical services,14272.0
2015,October,Vermont,Management of companies and enterprises,2191.0
2015,October,Vermont,Administrative and waste services,11665.0
2015,October,Vermont,Education and Health Services supersector,60155.0
2015,October,Vermont,Educational services,10208.0
2015,October,Vermont,Health care and social assistance,49947.0
2015,October,Vermont,Leisure and Hospitality supersector,34940.0
2015,October,Vermont,"Arts, entertainment, and recreation",3975.0
2015,October,Vermont,Accommodation and food services,30965.0
2015,October,Vermont,"Other services, except public administration supersector",9048.0
2015,October,Vermont,Unspecified industry supersector,
2015,October,Vermont,Federal Government,6747.0
